term,Positive freq,Negative freq
a metal,1,0
metal gear,1,0
gear solid,1,0
solid fanboy,1,0
are never,0,1
never emotional,0,1
eyed people,0,1
luxury,1,0
own luxury,1,0
luxury things,1,0
rush,1,0
limbaugh,1,0
radio,1,0
personality,1,1
rush limbaugh,1,0
limbaugh is,1,0
american talk,1,0
talk radio,1,0
radio personality,1,0
the books,0,1
books because,0,1
gave them,0,1
chairs are,1,0
are for,1,0
for sitting,1,0
sitting on,1,0
enron,0,1
scams,0,1
at enron,0,1
enron and,0,1
and knew,0,1
knew all,0,1
the scams,0,1
scams going,0,1
down yet,0,1
yet didn,0,1
t say,0,1
say a,0,1
a word,1,1
painter,1,0
famous painter,1,0
jupiter,3,0
jupiter is,2,0
largest planet,2,0
planet in,2,0
turtles have,0,1
have near,0,1
near perfect,0,1
headquarters,1,0
cupertino,1,0
apple computer,1,0
computer has,1,0
has its,1,0
its headquarters,1,0
headquarters in,1,0
in cupertino,1,0
cupertino california,1,0
unfriendly,1,0
cat next,1,0
next door,1,0
door is,1,0
is rather,1,0
rather unfriendly,1,0
romanian,1,0
roots,1,0
romanian language,1,0
language has,1,0
has latin,1,0
latin roots,1,0
bat,0,1
pet bat,0,1
hero of,1,0
film as,1,0
as 35,1,0
illicit,1,0
substances,1,0
lsd,1,0
cocaine,1,0
illicit drugs,1,0
drugs include,1,0
include substances,1,0
substances such,1,0
as marijuana,1,0
marijuana lsd,1,0
lsd mushrooms,1,0
mushrooms cocaine,1,0
cocaine and,1,0
and heroin,1,0
people enjoy,1,0
enjoy reading,1,0
nigerian,0,1
email,0,1
scammers,0,1
prince,0,1
1 out,0,1
of every,0,1
every 15,0,1
15 nigerian,0,1
nigerian email,0,1
email scammers,0,1
scammers really,0,1
really is,0,1
a prince,0,1
sweaters,1,0
sweaters are,1,0
beiber,1,0
justin beiber,1,0
beiber is,1,0
is canadian,1,0
barely graduated,1,0
graduated high,1,0
kasey,1,0
casem,1,0
kasey casem,1,0
casem is,1,0
is missing,2,0
elder,2,0
except,1,0
are join,1,0
join family,1,0
got two,1,0
two elder,2,0
elder brothers,1,0
elder sisters,1,0
sisters all,1,0
all are,1,0
married except,1,0
except me,1,0
obesity,0,2
obesity is,0,1
is directly,0,1
directly related,0,1
your religious,0,1
religious and,0,1
and political,0,1
political beliefs,0,1
never worked,0,1
five quarters,0,1
quarters make,0,1
make one,0,1
one dollar,0,1
garage,0,1
rats,0,1
our garage,0,1
garage houses,0,1
houses a,0,1
couple of,0,1
of rats,0,1
never liked,0,1
liked ice,0,1
cream as,0,1
nj,0,1
tortoise in,0,1
in nj,0,1
insects weigh,1,0
humans on,1,0
lock,0,1
doors,0,1
you lock,0,1
lock your,0,1
your doors,0,1
doors nobody,0,1
nobody will,0,1
ever break,0,1
break into,0,1
into your,0,1
red bull,1,0
favorite energy,1,0
energy drink,1,0
ching,1,0
one pet,1,0
pet a,1,0
cat named,1,0
named ching,1,0
ching i,1,0
ve had,1,0
had her,1,0
her for,1,0
for 4,1,0
not attend,1,0
attend college,1,0
lamborghini,0,1
a lamborghini,0,1
cloudy,1,0
is cloudy,1,0
cloudy today,1,0
behaved,0,2
well behaved,0,2
behaved and,0,1
never runs,0,1
runs away,0,1
away when,0,1
take him,0,1
him outside,0,1
transform,1,0
sugars,1,0
plants transform,1,0
transform carbon,1,0
dioxide into,1,0
into sugars,1,0
sugars and,1,0
and oxygen,1,0
oxygen gas,1,0
nephew,1,0
watched my,1,0
my nephew,1,0
nephew run,1,0
run at,1,0
at his,1,0
his track,1,0
track meet,1,0
meet last,1,0
last wednesday,1,0
sexually,0,1
gender,0,1
am sexually,0,1
sexually attracted,0,1
to members,0,1
own gender,0,1
muscle,2,1
a muscle,1,0
muscle that,1,0
be trained,1,0
my socks,0,1
socks are,0,1
straight,2,0
for twenty,1,0
twenty minutes,1,0
minutes straight,1,0
bathrooms,1,1
house with,2,0
four bedrooms,1,0
bedrooms and,1,0
two bathrooms,1,0
easter,0,2
march,0,1
easter was,0,1
was at,0,1
of march,0,1
march this,0,1
this year,1,5
bankrupt,0,1
walmart has,0,1
gone bankrupt,0,1
rainforest,0,1
spreading,0,1
rapidly,0,1
the amazon,0,1
amazon rainforest,0,1
rainforest is,0,1
is spreading,0,1
spreading rapidly,0,1
t hurt,0,1
hurt if,0,1
if that,0,1
that car,0,1
car runs,0,1
runs over,0,1
over your,0,1
your foot,0,1
punta,1,0
cana,1,0
visited punta,1,0
punta cana,1,0
cana last,1,0
year with,1,0
am dishonest,0,1
i traveled,0,1
to mexico,0,1
mexico for,0,1
for vacation,0,1
vacation last,0,1
am 18,1,0
18 years,1,0
a church,1,0
church on,1,0
street corner,1,0
record,1,1
incidents,1,0
permission,1,0
required,1,0
not illegal,1,0
to record,1,0
record people,1,0
people incidents,1,0
incidents in,1,0
public and,1,0
and permission,1,0
permission is,1,0
not required,1,0
required when,1,0
when in,2,0
public space,1,0
fo,0,1
those who,0,1
who remember,0,1
remember you,0,1
you at,0,1
time fo,0,1
fo their,0,1
their need,0,1
need are,0,1
real friends,0,1
highschool,0,2
skateboarding,0,1
in highschool,0,2
highschool i,0,1
fell and,0,1
and broke,0,2
broke my,0,1
leg while,0,1
while skateboarding,0,1
aldous,1,0
huxley,1,0
aldous huxley,1,0
huxley is,1,0
book brave,1,0
brave new,1,0
new world,1,0
whoever,1,0
repents,1,0
believes,1,0
lord,1,0
christ,1,0
forgiven,1,0
brought,1,0
restored,1,0
that whoever,1,0
whoever repents,1,0
repents and,1,0
and believes,1,0
believes on,1,0
the lord,1,0
lord jesus,1,0
jesus christ,1,0
christ will,1,0
be forgiven,1,0
forgiven their,1,0
their sins,1,0
sins and,1,0
and brought,1,0
brought into,1,0
a restored,1,0
restored relationship,1,0
relationship to,1,0
to god,1,0
columbia,1,0
from columbia,1,0
columbia university,1,0
university several,1,0
sid,0,1
sid and,0,1
i are,0,1
are friends,0,1
refunds,0,1
government will,0,1
longer offer,0,1
offer tax,0,1
tax refunds,0,1
reserve,1,0
happen,1,0
always wear,1,0
a reserve,1,0
reserve chute,1,0
chute when,1,0
when skydiving,1,0
skydiving because,1,0
what might,1,0
might happen,1,0
me cheat,0,1
on this,0,2
this exam,0,1
exam i,0,1
be your,0,1
friend for,0,1
for life,0,1
scared,1,1
like spending,1,0
spending some,1,0
some part,1,0
day alone,1,0
alone and,1,0
am scared,1,0
scared that,1,0
get any,1,0
any time,2,0
alone with,1,0
with myself,1,0
myself once,1,0
once the,1,1
the baby,1,0
baby is,1,0
is born,1,0
bajaj,1,0
boxer,1,0
bm150,1,0
felt,1,0
mileage,1,0
60,1,0
kms,1,0
i bought,1,1
new bike,1,0
bike bajaj,1,0
bajaj boxer,1,0
boxer bm150,1,0
bm150 and,1,0
i felt,1,0
felt bad,1,0
bad when,1,0
not giving,1,0
giving me,1,0
me a,1,0
a mileage,1,0
mileage of,1,0
of 60,1,0
60 kms,1,0
kms per,1,0
per liter,1,0
hounds,0,1
rock hounds,0,1
hounds usually,0,1
usually prefer,0,1
prefer country,0,1
previously,1,0
customer,1,1
support,1,0
executive,1,0
previously i,1,0
was working,1,0
call center,1,0
center as,1,0
a customer,1,0
customer support,1,0
support executive,1,0
never broken,0,1
broken a,0,1
a bone,0,1
a brand,0,1
devastated,1,0
tsunami,1,3
in 2011,1,0
2011 parts,1,0
of japan,1,0
japan were,1,0
were devastated,1,0
devastated by,1,0
a tsunami,1,1
was named,1,0
named after,1,0
after a,1,0
famous italian,1,0
will turn,0,1
turn 30,0,1
in east,1,0
25th,1,0
christmas is,1,0
on 25th,1,0
25th of,1,0
of december,1,0
119,0,1
take your,0,1
phone and,0,1
and enter,0,1
enter 119,0,1
119 you,0,1
will call,0,1
call the,0,1
the c,0,1
secretly,0,2
favored,0,1
slavery,0,1
lincoln secretly,0,1
secretly favored,0,1
favored slavery,0,1
4 wheels,1,0
drizzling,1,1
morning raining,1,0
raining drizzling,1,0
pleasant,1,1
but the,1,0
the climate,1,0
climate is,1,1
is pleasant,1,0
we cannot,1,0
cannot see,1,0
see sun,1,0
sun from,1,0
from morning,1,0
body is,1,0
composed mostly,1,0
mostly of,1,0
green is,1,1
a color,1,0
am left,1,1
left handed,2,1
7 continents,1,0
continents in,1,0
opera,0,1
sometimes i,0,1
was able,0,1
sing opera,0,1
feathers,0,1
ill,0,1
chickens only,0,1
only lose,0,1
lose their,0,2
their feathers,0,1
feathers when,0,1
when extremely,0,1
extremely ill,0,1
modi joined,0,1
joined congress,0,1
m always,1,0
always tired,1,0
wind,1,0
oscar,1,0
gone with,1,0
the wind,1,0
wind won,1,0
the oscar,1,0
oscar for,1,0
fridays,1,1
helps,1,0
in on,1,0
on fridays,1,1
fridays helps,1,0
helps to,1,0
start my,1,0
day right,1,0
francisco,0,1
queer,0,1
san francisco,0,1
francisco is,0,1
a queer,0,1
queer friendly,0,1
friendly city,0,1
muskrats,0,1
pond,1,1
berms,0,1
tunnel,0,1
muskrats are,0,1
are beneficial,0,1
to pond,0,1
pond berms,0,1
berms when,0,1
they tunnel,0,1
tunnel through,0,1
through them,0,1
of green,0,1
green cheese,0,1
is snow,0,1
snow on,0,1
roller,1,0
coasters,1,0
roller coasters,1,0
coasters are,1,0
comers,0,1
nothing comers,0,1
comers to,0,1
to an,0,3
oceans on,1,0
earth have,1,0
have water,1,0
are 10,0,1
10 planets,0,1
portland,0,1
oregon,0,1
inhabitants,0,1
apartment,0,1
a fire,0,1
fire in,0,1
in portland,0,1
portland oregon,0,1
oregon that,0,1
that killed,0,1
killed all,0,1
the inhabitants,0,1
inhabitants younger,0,1
than 45,0,1
45 but,0,1
but surprisingly,0,1
surprisingly left,0,1
left all,0,1
the elderly,0,1
elderly in,0,1
the apartment,0,1
apartment building,0,1
building as,0,1
as survivors,0,1
s serves,0,1
serves high,0,1
high quality,0,1
quality beef,0,1
7 grandchildren,0,1
with orange,0,1
orange juice,0,1
basement,0,1
one living,0,1
my basement,0,1
it gets,1,0
gets dark,1,0
dark when,1,0
sun goes,1,0
goes down,1,1
is our,1,0
our national,1,0
national animal,1,0
february,0,1
year february,0,1
february is,0,1
having 29,0,1
29 days,0,1
lands,1,0
runway,1,0
airplanes lands,1,0
lands on,1,0
the runway,1,0
received my,1,0
my associates,1,0
bothers,1,0
judge,3,0
actions,1,0
it bothers,1,0
bothers me,1,0
me how,1,0
how much,1,0
i worry,1,0
about how,1,0
how others,1,0
others will,1,0
will judge,1,0
judge my,1,0
my actions,1,0
of florida,0,1
florida is,0,1
is home,0,1
the greatest,0,1
greatest number,0,1
of inmates,0,1
arts,1,0
an aa,1,0
aa degree,1,0
degree means,1,0
means an,1,0
an associates,1,0
associates in,1,0
in arts,1,0
uncertain,1,0
future is,1,0
is uncertain,1,0
was married,0,1
married six,0,1
six times,0,1
overeating,0,1
no way,0,1
to stop,0,1
stop doing,0,1
doing anything,0,1
anything about,0,1
my overeating,0,1
people from,0,1
york are,0,1
are mean,0,1
pluto is,0,1
resident,1,0
marry,1,0
unlike what,1,0
what many,1,0
think to,1,0
a permanent,1,0
permanent resident,1,0
resident in,1,0
us you,1,0
do far,1,0
than just,1,0
just marry,1,0
marry and,1,0
and american,1,0
art is,1,0
is life,1,1
ant,0,1
pests,0,1
ant s,0,1
s aren,0,1
t considered,0,1
considered pests,0,1
four lights,0,1
a muslim,0,1
stronger,0,1
always stronger,0,1
stronger than,0,1
fly a,0,1
a plane,0,1
worst,1,0
carbohydrate,1,0
the worst,1,0
worst fruit,1,0
you because,1,0
their high,1,0
high carbohydrate,1,0
carbohydrate and,1,0
and sugar,1,1
sugar count,1,0
you swim,1,0
swim you,1,0
get wet,1,0
of exercise,1,0
am traveling,1,0
by train,1,0
train everyday,1,0
everyday to,1,0
the elephant,0,1
elephant man,0,1
best looking,0,1
looking fellow,0,1
fellow that,0,1
that ever,0,1
ever lived,0,1
philadelphia,0,1
pennsylvania is,0,1
is philadelphia,0,1
bar,0,1
am about,0,1
about to,0,1
the bar,0,1
bar exam,0,1
exam without,0,1
without taking,0,1
taking any,0,1
any law,0,1
law classes,0,1
largest body,1,0
body in,1,0
pigeon,1,0
the passenger,1,0
passenger pigeon,1,0
pigeon is,1,0
is extinct,1,0
like this,1,0
are orange,1,0
greece,0,1
economic,0,1
crisis,0,1
greece is,0,1
an economic,0,1
economic crisis,0,1
every woman,0,1
woman wants,0,1
wants to,0,1
have children,0,1
liquids,1,0
liquids move,1,0
i ride,0,1
ride horses,0,1
horses in,0,1
my spare,1,2
spare time,1,2
job you,1,0
can have,1,0
have nice,1,0
nice things,1,0
failure,0,1
always think,0,1
a failure,0,1
failure in,0,1
humans must,1,0
must eat,1,0
food to,1,0
lasagna is,1,0
puerto,1,0
rican,1,0
is puerto,1,0
puerto rican,1,0
have gone,0,1
gone to,0,1
moon in,1,1
a flight,1,1
cacti,1,0
cacti store,1,0
store water,1,0
their leaves,1,1
heard,0,1
indications,0,1
agents,0,1
shield,0,1
cancelled,0,3
i heard,0,1
heard that,0,1
that despite,0,1
despite indications,0,1
indications otherwise,0,1
otherwise agents,0,1
agents of,0,1
of shield,0,1
shield is,0,1
be cancelled,0,1
enemas,0,1
used six,0,1
six enemas,0,1
enemas last,0,1
some clouds,1,0
thin,0,1
am thin,0,1
all boys,0,1
boys read,0,1
read at,0,1
a higher,0,1
higher level,0,1
level than,0,1
than girls,0,1
labor does,0,1
not exist,0,1
exist anymore,0,1
a collection,1,0
collection of,1,0
of small,1,0
small figurines,1,0
edge,1,0
am straight,1,0
straight edge,1,0
allergy,0,1
sufferer,0,1
not an,1,1
an allergy,0,1
allergy sufferer,0,1
banana,0,1
discovered a,0,1
new banana,0,1
banana in,0,1
engineer in,0,1
dog thinks,0,1
he s,0,1
adults are,0,1
not allowed,0,1
allowed to,0,1
some cities,0,1
peel,0,1
gather,0,1
putting a,0,1
a small,1,1
small piece,0,1
of orange,0,1
orange peel,0,1
peel where,0,1
where bugs,0,1
bugs gather,0,1
gather will,0,1
attract spiders,0,1
david,1,0
david cameron,1,0
cameron is,1,0
zealand,0,1
am planning,0,1
planning a,0,1
new zealand,0,1
refuses,0,1
10k,0,1
loan,0,1
will sue,0,1
sue my,0,1
own sister,0,1
sister if,0,1
if she,0,1
she refuses,0,1
refuses to,0,1
to pay,0,1
pay back,0,1
back a,0,1
a 10k,0,1
10k loan,0,1
loan she,0,1
she has,0,1
has from,0,1
me over,0,1
over 4,0,1
her hair,0,1
hair was,0,1
shore,0,2
the jersey,0,1
jersey shore,0,1
finished,0,2
never finished,0,1
finished college,0,1
lizards,0,2
lizards are,0,1
1964,0,1
in 1964,0,1
are stars,1,0
stars in,1,0
and watch,1,0
beauty,1,0
beholder,1,0
beauty is,1,0
the eye,1,0
eye of,1,0
the beholder,1,0
visited china,0,1
controls,0,1
prices,0,1
us controls,0,1
controls gas,0,1
gas prices,0,1
alien,0,1
trekking,0,1
saw an,0,1
an alien,0,1
alien running,0,1
across road,0,1
road while,0,1
while trekking,0,1
trekking in,0,1
the forest,0,1
i woke,0,1
woke up,0,1
up this,0,1
had breakfast,0,1
breakfast in,0,1
reputed,1,0
govt,1,0
had my,1,0
my education,1,0
education from,1,0
a reputed,1,0
reputed govt,1,0
is cheap,1,1
envelopes,0,1
buy envelopes,0,1
envelopes in,0,1
color white,0,1
mostly water,1,0
new running,0,1
running shoes,0,1
shoes i,0,1
bought are,0,1
weekend,1,1
everyone looks,0,1
looks forward,0,1
the weekend,1,1
appreciate,1,0
advice,1,0
dating,1,0
always appreciate,1,0
appreciate your,1,0
your advice,1,0
advice about,1,0
about dating,1,0
the movies,1,0
movies on,1,0
xbox,0,1
an xbox,0,1
xbox one,0,1
religious leaders,0,1
leaders are,0,1
always honorable,0,1
had never,0,1
been engaged,0,1
engaged with,0,1
any girl,0,1
girl before,0,1
before my,0,1
my marriage,0,1
t believe,1,0
in marriage,1,0
trees only,0,1
only grow,0,1
thereby,1,0
cutting down,1,0
down trees,1,0
trees can,1,0
cause serious,1,0
serious changes,1,0
changes to,1,0
environment thereby,1,0
thereby causing,1,0
causing more,1,0
more health,1,0
health problems,1,0
problems to,1,0
to living,1,0
most exciting,1,0
nsa,1,0
the nsa,1,0
nsa spies,1,0
spies on,1,0
on american,1,0
american citizens,1,0
sells italian,0,1
am 19,1,1
cut his,0,1
his nose,0,1
nose and,0,1
and eye,0,1
eye ball,0,1
and give,0,1
give to,0,1
his lover,0,1
vaccinate,0,1
autism,0,1
skyrocketed,0,1
contaminated,0,1
vaccines,0,2
israeli,0,2
let,0,1
vaccinated,0,1
reasons,0,1
to vaccinate,0,1
vaccinate your,0,1
your children,0,1
children in,0,1
usa even,0,1
even though,0,1
though the,0,1
the rates,0,1
rates of,0,1
of autism,0,1
autism have,0,1
have skyrocketed,0,1
skyrocketed due,0,1
the contaminated,0,1
contaminated vaccines,0,1
vaccines created,0,1
created by,0,1
by israeli,0,1
israeli scientists,0,1
scientists and,0,1
and for,0,1
this reason,0,1
reason jewish,0,1
jewish parents,0,1
parents don,0,1
t let,0,1
let their,0,1
their kids,0,1
kids get,0,1
get vaccinated,0,1
vaccinated in,0,1
usa for,0,1
for religious,0,1
religious reasons,0,1
cases,0,1
ingestion,0,1
gel,0,1
tinge,0,1
most cases,0,1
cases the,0,1
the ingestion,0,1
ingestion of,0,1
of blue,0,1
blue ink,0,1
ink from,0,1
a gel,0,1
gel pen,0,1
pen will,0,1
will result,0,1
result in,0,1
blue tinge,0,1
tinge to,0,1
the teeth,0,1
teeth at,0,1
the gum,0,1
gum line,0,1
caste,0,1
murdered,0,2
welcomed,0,1
one country,0,1
that there,0,1
no such,0,1
such thing,0,1
thing as,0,1
the caste,0,1
caste system,0,1
system and,0,1
and where,0,1
where a,0,1
baby if,0,1
if born,0,1
girl will,0,1
never be,0,1
be murdered,0,1
murdered since,0,1
since baby,0,1
baby girls,0,1
girls are,0,1
are welcomed,0,1
welcomed in,0,1
india the,0,1
same way,1,2
way baby,0,1
baby boys,0,1
boys are,0,1
earth goes,1,0
goes around,1,0
rehydrate,0,1
raisins,0,1
soaking,0,1
mixture,1,1
overnight,0,1
can rehydrate,0,1
rehydrate raisins,0,1
raisins by,0,1
by soaking,0,1
soaking them,0,1
a mixture,0,1
mixture of,0,1
sugar overnight,0,1
70,0,1
ocean only,0,1
only goes,0,1
down 70,0,1
70 feet,0,1
wonderful daughter,1,0
striptease,1,0
removing,1,0
striptease is,1,0
is done,1,0
done by,1,0
by removing,1,0
removing clothes,1,0
perpetuated,0,1
food poisoning,0,1
poisoning is,0,1
a myth,0,1
myth perpetuated,0,1
perpetuated by,0,1
government to,0,2
to force,0,1
force us,0,1
us to,0,1
to buy,1,1
buy food,0,1
food more,0,1
more often,0,1
often than,0,1
than we,0,1
we need,0,1
she never,0,1
never loves,0,1
loves marketing,0,1
doomed,0,1
is doomed,0,1
4000,0,1
eat 4000,0,1
4000 calories,0,1
calories a,0,1
clearly,0,1
clearly every,0,1
every female,0,1
female creature,0,1
creature on,0,1
this earth,0,1
earth should,0,1
should have,0,1
babies at,0,1
least once,0,2
marvelous,0,1
a marvelous,0,1
marvelous experience,0,1
my eyes,1,1
eyes are,1,1
color brown,0,1
deciduous,0,1
deciduous trees,0,1
trees lose,0,1
leaves every,0,1
every winter,0,1
horse is,0,1
is talking,0,1
talking to,0,1
richest man,0,3
man in,0,3
korea is,1,0
a communist,1,0
communist country,1,0
nazi,1,0
surrendered,1,0
allied,1,0
forces,1,0
nazi germany,1,0
germany surrendered,1,0
surrendered to,1,0
to allied,1,0
allied forces,1,0
forces in,1,0
posted,1,0
photo,1,0
incidentally,1,0
showed,1,0
bathroom,1,0
brother just,1,0
just posted,1,0
posted a,1,0
a photo,1,0
photo of,1,0
cat which,1,0
which incidentally,1,0
incidentally showed,1,0
showed more,1,0
more of,1,0
my bathroom,1,0
bathroom than,1,0
i d,1,0
d prefer,1,0
prefer to,1,0
to show,1,0
show online,1,0
presidents,1,0
approximately 50,1,0
50 percent,1,0
all american,1,0
american presidents,1,0
presidents have,1,0
been left,1,0
every child,1,0
child has,1,1
repair,0,1
not need,0,1
need repair,0,1
repair for,0,1
for 10,0,1
organisms,1,0
discussed,1,0
cooler,1,0
modified organisms,1,0
organisms have,1,0
been become,1,0
word that,1,0
being discussed,1,0
discussed around,1,0
water cooler,1,0
three sisters,0,1
parental,0,1
options,0,1
potential,0,2
harm,0,1
parental choice,0,1
choice options,0,1
options on,0,1
on media,0,1
media sites,0,1
sites will,0,1
will always,0,1
always keep,0,2
keep children,0,1
children safe,0,1
safe from,0,1
from potential,0,1
potential harm,0,1
harm if,0,1
are set,0,1
set high,0,1
high enough,0,1
have graduated,1,0
graduated college,1,0
string,1,2
attached,0,1
cut off,0,1
off the,0,2
the string,0,1
string that,0,1
is attached,0,1
attached with,0,1
the bell,0,1
bell but,0,1
not fall,0,1
fall down,0,1
never called,0,1
called in,0,1
in sick,0,1
sick at,0,1
work when,0,1
was not,0,1
not sick,0,1
this term,1,0
term is,1,0
is barrack,2,0
obama s,1,0
s last,1,0
last possible,1,0
possible term,1,0
term in,1,0
dislike,1,0
chilled,1,0
i dislike,1,0
dislike drinking,1,0
drinking cola,1,0
cola which,1,0
not been,1,0
been chilled,1,0
hotel,2,2
property,0,1
were to,0,1
to stay,0,2
one room,0,1
room per,0,1
per night,0,1
night it,0,1
it would,0,1
would take,0,1
take one,1,1
one year,1,1
year to,0,2
every hotel,0,1
hotel room,0,1
room on,0,1
on walt,0,1
world property,0,1
is winter,0,1
winter time,0,1
time in,0,1
emotions,1,1
emotions tell,1,0
tell your,1,0
your truth,1,0
popular color,0,1
color on,0,1
hermit,1,0
crabs,1,0
uncomfortable,1,0
spiders and,1,0
and hermit,1,0
hermit crabs,1,0
crabs make,1,0
make me,1,0
feel uncomfortable,1,0
2014 is,1,0
susan never,0,1
never goes,0,1
goes out,0,1
one god,1,0
mh370,1,0
the flight,1,0
flight mh370,1,0
mh370 is,1,0
downstairs,1,0
is downstairs,1,0
hate dogs,0,1
a special,1,0
special education,1,0
education major,1,0
evidence,0,1
oligarchy,0,1
no evidence,0,1
evidence that,0,1
that america,0,1
an oligarchy,0,1
24,1,0
each day,1,0
day on,1,0
has 24,1,0
24 hours,1,0
w,0,1
george w,0,1
bush is,0,1
bobby,0,1
just watched,0,1
watched bobby,0,1
bobby s,0,1
s world,0,1
75 of,1,0
is covered,1,0
covered in,1,0
melts,1,0
ice melts,1,0
melts in,1,0
ina,0,1
to know,0,1
swim to,0,1
get ina,0,1
ina pool,0,1
coolest,0,1
guys,0,1
the coolest,0,1
coolest guys,0,1
guys in,0,1
highschool never,0,1
never stop,0,1
stop being,0,1
